StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
30,0,198708,3.82,64.8,0.55,-0.98,0.5,-0.01,125,29,0.16,0.34,0.57,-0.18,-0.54,-0.3,0.69,53.8,75.7
30,0,198709,5.75,58.7,1.51,1.51,3.05,1.51,31,120,1.41,1.23,1.21,0.71,0.01,0.15,0.81,49.8,67.6
30,0,198710,3.79,45,1.98,1.98,1.9,1.98,0,513,0.31,1.12,0.98,0.53,-0.05,0.25,0.86,34.5,55.4
30,0,198711,3.03,37.6,-0.1,1.68,-0.29,1.48,0,690,-0.23,0.06,0.84,0.9,0.35,0.03,0.47,28.7,46.5
30,0,198712,2.24,29.2,-0.58,1.02,-1.47,0.07,0,981,-0.91,-0.76,-0.39,0.48,0.32,-0.21,0.47,22.8,35.6
30,0,198801,1.63,19.2,-1.15,-1.15,-1.88,-1.15,0,1294,-1.4,-1.57,-1.45,0.02,-0.19,-0.65,0.27,9.5,28.9
30,0,198802,2.9,21.6,-0.81,-0.81,0.64,-0.3,0,1053,0.49,-0.68,-1.13,0.1,0.36,-0.11,0.28,11.5,31.7
30,0,198803,1.8,31.3,-1.39,-1.39,-1.99,-1.39,0,889,-1.29,-0.67,-1.46,-1.26,-0.17,-0.22,0.09,20.6,42
30,0,198804,2.79,43.1,-1.59,-1.59,-1.01,-1.59,0,571,-0.42,-1.31,-0.85,-1.7,-0.42,-0.55,0.11,33.4,52.8
30,0,198805,3.16,56.4,-1.76,-1.76,-1.01,-1.76,13,229,-0.25,-0.4,-1.1,-1.71,-0.55,-0.22,0.08,44.9,68
30,0,198806,1.58,61.8,-2.51,-2.51,-2.81,-2.51,71,53,-2.36,-1.47,-1.41,-2.22,-1.83,-0.88,-0.51,48.7,74.9
30,0,198807,5.04,71,-1.83,-1.83,1.27,-1.22,271,1,1.04,-0.5,-0.59,-1.02,-1.71,-0.69,-0.62,59.5,82.6
30,0,198808,4.47,69,-1.42,-1.42,0.67,-0.48,239,5,0.73,1.19,-0.07,-0.84,-1.32,-0.52,-0.61,58.1,79.9
30,0,198809,2.44,57.5,-1.83,-1.83,-1.68,-1.55,25,139,-0.98,-0.25,0.39,-0.79,-1.45,-1.36,-0.82,46.2,68.7
30,0,198810,3.67,43.8,-1.46,-1.46,0.56,-0.89,0,548,0.23,-0.53,-0.11,-0.53,-0.91,-1.5,-0.77,35.1,52.5
30,0,198811,4.6,39.1,-0.77,-0.77,1.61,0.45,0,668,1.01,0.74,0.1,-0.07,-0.65,-1.09,-0.66,31,47.1
30,0,198812,1.66,24.4,-1.49,-1.49,-2.39,-1.11,0,1096,-1.62,-0.1,0.01,0.17,-0.65,-1.21,-0.94,15.3,33.5
30,0,198901,1.63,25.6,-1.96,-1.96,-1.88,-1.96,0,1068,-1.4,-2.01,-0.81,-0.62,-0.9,-1.21,-1.23,16.3,35
30,0,198902,1.95,20.8,-2.13,-2.13,-1.11,-2.13,0,1071,-0.65,-1.56,-2.11,-1.24,-1.04,-1.51,-1.01,12,29.6
30,0,198903,3.02,30.3,-1.88,-1.88,0.08,-1.78,0,927,-0.03,-0.45,-1.25,-0.76,-0.4,-1.12,-0.84,19.7,40.9
30,0,198904,2.26,40.3,-2.14,-2.14,-1.37,-2.14,0,613,-1.02,-0.71,-1.02,-1.35,-1.1,-1.28,-1.07,29.8,50.8
30,0,198905,6.5,55,1.29,-0.64,3.86,1.17,10,247,2.01,1.03,0.92,-0.56,-0.37,-0.42,-0.42,44.4,65.5
30,0,198906,5.83,64.7,2.2,2.2,3.13,2.2,105,30,1.32,2.08,1.48,0.75,0.5,0.54,-0.22,54.8,74.6
30,0,198907,3.17,68.2,1.75,1.75,-0.66,1.39,187,6,-0.55,0.7,1.6,0.86,0.31,0.17,-0.41,56.9,79.6
30,0,198908,3.6,65.6,1.61,1.61,0.11,1.24,159,20,-0.05,-0.53,0.58,0.97,-0.09,-0.04,-0.43,55,76.1
30,0,198909,5.1,59.1,2.15,2.15,2.11,2.15,40,105,1.03,0.8,0.35,1.31,0.74,0.53,-0.52,48.8,69.5
30,0,198910,4.24,49.1,2.55,2.55,1.87,2.55,0,388,0.57,1.03,0.83,1.65,1.17,0.68,-0.46,38.2,60
30,0,198911,4.09,35.8,2.8,2.8,1.55,2.8,0,746,0.63,0.77,1.15,1.14,1.44,0.58,-0.29,27.1,44.6
30,0,198912,1.41,11.1,1.59,1.59,-2.78,0.36,0,1451,-1.97,-0.59,-0.07,0.08,0.96,0.54,-0.39,1.5,20.7
30,0,199001,3.7,30.3,1.93,1.93,1.54,1.32,0,949,0.9,-0.66,-0.06,0.61,1.42,0.97,-0.05,22.6,38
30,0,199002,3.66,26.7,2.42,2.42,2.04,2.42,0,922,1.23,1.48,0.1,1.03,1.08,1.36,0.03,16.1,37.3
30,0,199003,2.44,34.5,1.73,1.73,-1.3,1.11,0,821,-0.61,0.41,0.85,0.39,0.42,1.2,0.1,23.6,45.4
30,0,199004,4.07,45.6,1.81,1.81,0.76,1.46,0,518,0.81,0.19,0.77,0.42,0.86,1.59,0.27,35.4,55.7
30,0,199005,6.37,52.1,3.02,3.02,4.19,3.02,1,320,1.94,1.71,1.36,1.17,1.5,1.55,0.72,41.5,62.7
30,0,199006,3.29,63.9,2.52,2.52,-0.58,2.22,83,38,-0.28,1.09,1.2,1.49,1.01,0.98,0.93,53.1,74.7
30,0,199007,3.44,68.2,2.15,2.15,-0.32,1.67,206,5,-0.27,-0.44,0.75,1.03,0.78,1.03,0.76,57.6,78.8
30,0,199008,5.01,67,2.64,2.64,2.12,2.64,184,14,1.15,0.54,0.22,1.04,0.94,1.27,0.85,57.1,76.9
30,0,199009,2.96,58,2.13,2.13,-0.71,1.76,30,125,-0.5,0.4,0.13,0.95,1.25,0.88,0.92,47.9,68.1
30,0,199010,6.39,50.7,3.16,3.16,3.76,3.16,7,303,1.64,1.03,1.34,1.42,1.63,1.34,1.27,40.8,60.5
30,0,199011,3.21,39.5,2.75,2.75,-0.26,2.59,0,639,-0.08,1.28,0.84,0.66,1.3,1.21,1.09,30.3,48.8
30,0,199012,5.48,30.8,3.68,3.68,3.64,3.68,0,901,1.92,1.18,1.87,1.48,1.78,1.95,1.62,22.1,39.4
30,0,199101,2.52,21,-0.14,3.17,-0.41,2.94,0,1178,-0.2,1.34,0.92,1.55,1.64,1.74,1.67,12.3,29.7
30,0,199102,1.62,27.6,-0.69,2.27,-1.71,1.32,0,907,-1.14,-1.03,0.61,1.02,0.86,1.4,1.69,18.5,36.7
30,0,199103,3.91,34.7,-0.23,2.43,1.17,1.89,0,805,0.83,-0.01,-0.23,1.54,1.24,1.67,1.77,25.8,43.6
30,0,199104,3.87,47.4,-0.21,2.18,0.01,1.6,0,443,0.64,0.99,0.33,0.88,1.49,1.65,1.92,36.9,58
30,0,199105,3.21,60,-0.71,1.43,-1.58,0.24,49,125,-0.21,0.23,0.58,0.81,1.05,0.96,1.57,47.8,72.3
30,0,199106,1.6,65.5,-1.8,-1.8,-3.49,-1.8,125,21,-2.32,-1.42,-0.82,-0.9,0.66,0.57,0.95,53.1,77.9
30,0,199107,3.04,68.6,-2.21,-2.21,-1.78,-2.21,222,4,-0.69,-1.85,-1.49,-1.02,-0.28,0.51,0.99,57,80.2
30,0,199108,4.15,68.2,-2.1,-2.1,-0.34,-2.1,214,9,0.46,-0.26,-1.32,-0.51,-0.15,0.3,1.07,57.6,78.9
30,0,199109,3.91,57.5,-1.9,-1.9,-0.07,-1.87,28,132,0.25,0.45,-0.02,-0.69,-0.79,0.52,0.91,45.8,69.2
30,0,199110,2.96,50.1,-2.15,-2.15,-1.31,-2.15,2,362,-0.24,-0.14,0.08,-1.03,-0.79,-0.24,0.71,39,61.2
30,0,199111,3.11,37,-2.4,-2.4,-1.43,-2.4,0,695,-0.16,-0.34,-0.22,-1.03,-0.59,-0.28,0.59,29.1,44.9
30,0,199112,3.17,27.5,-2.15,-2.15,0,-2.09,0,987,0.05,-0.09,-0.3,-0.32,-0.76,-0.84,0.87,18.7,36.2
30,0,199201,2.08,22.2,-2.31,-2.31,-1.14,-2.31,0,1145,-0.73,-0.55,-0.53,-0.28,-1.2,-0.96,0.64,13.5,30.9
30,0,199202,1.96,23.9,-2.44,-2.44,-1.09,-2.44,0,991,-0.63,-1.12,-0.85,-0.71,-1.38,-0.9,0.39,15.1,32.7
30,0,199203,3.19,27.5,0.12,-2.06,0.37,-1.84,0,994,0.14,-0.3,-0.79,-0.79,-0.67,-1.06,0.46,17.7,37.3
30,0,199204,3.39,41.6,0.24,-1.72,0.39,-1.26,0,618,0.19,0.24,-0.19,-0.56,-0.36,-1.21,0.34,31.8,51.4
30,0,199205,3.6,54.4,-0.01,-1.56,-0.04,-1.06,8,274,0.1,0.19,0.21,-0.41,-0.47,-1.08,-0.05,42,66.9
30,0,199206,2.87,61.2,-0.26,-1.64,-0.74,-1.39,49,71,-0.64,-0.4,-0.27,-0.75,-0.77,-0.73,-0.11,49.8,72.6
30,0,199207,6.49,64.6,1.72,1.72,5.15,1.72,131,23,1.96,0.86,0.7,0.46,0.11,0.1,0.34,55,74.2
30,0,199208,4.42,63.9,2.32,2.32,2.34,2.32,106,37,0.68,2,1.03,0.84,0.35,0.13,0.27,53.9,73.9
30,0,199209,4.03,58.6,2.55,2.55,1.4,2.55,29,122,0.33,0.67,1.61,0.86,0.46,0.17,0.44,47.9,69.1
30,0,199210,3.11,44.1,2.66,2.66,1.12,2.66,0,520,-0.14,0,0.3,0.68,0.52,0.21,-0.07,34.2,53.9
30,0,199211,4.5,36.2,3.09,3.09,2.12,3.09,0,741,0.94,0.45,0.48,0.98,0.92,0.53,0.14,29.5,42.8
30,0,199212,3.05,27,2.71,2.71,-0.19,2.57,0,1033,-0.06,0.62,0.32,1.24,0.8,0.51,-0.2,19.3,34.6
30,0,199301,3.02,24.3,2.57,2.57,0.41,2.53,0,1095,0.31,0.03,0.63,0.61,0.85,0.71,-0.1,16.5,32.1
30,0,199302,2.59,14.9,2.33,2.33,0.07,2.26,0,1202,0.16,0.21,0.04,0.43,0.9,0.86,0.01,3.4,26.5
30,0,199303,3.82,27.6,2.57,2.57,1.44,2.57,0,1013,0.74,0.62,0.63,0.58,1.36,0.96,-0.02,17.5,37.7
30,0,199304,5.5,44.2,3.52,3.52,3.64,3.52,0,534,1.95,1.84,1.71,1.53,1.28,1.43,0.2,33.8,54.5
30,0,199305,1.7,55.2,-0.94,2.22,-2.81,1.05,16,217,-1.6,0.29,0.6,0.48,0.59,1,-0.02,43,67.4
30,0,199306,3.93,62.4,-0.7,2.13,0.43,1.11,81,47,0.21,-0.89,0.25,0.54,0.52,1.19,0.3,51.2,73.6
30,0,199307,2.44,69.6,-1.39,1.15,-2.31,-0.74,255,3,-1.41,-0.65,-1.38,-0.05,0.3,0.36,0.23,58.6,80.5
30,0,199308,2.87,67.8,-2.04,-2.04,-2.36,-2.04,193,10,-0.81,-1.54,-1.04,-0.34,-0.29,0.01,0.06,56.7,78.8
30,0,199309,4.91,57.7,0.45,-1.38,1.34,-0.69,31,130,0.92,0.29,-0.49,-0.18,0.1,0.21,0.22,48,67.2
30,0,199310,3.3,45.6,0.46,-1.18,0.17,-0.38,0,476,-0.01,0.51,0.1,-0.93,0,0.26,0.25,35.3,56
30,0,199311,4.17,36.4,0.88,-0.59,1.41,0.83,0,728,0.69,0.38,0.77,-0.13,0.18,0.18,0.41,27.8,44.9
30,0,199312,3.12,24.5,0.76,-0.56,-0.08,0.76,0,1081,0,0.49,0.29,-0.17,-0.01,0.22,0.45,16.7,32.3
30,0,199401,3.88,10.6,1.3,1.3,1.84,1.3,0,1461,1.04,0.67,0.91,0.65,-0.33,0.41,0.69,0.1,21.1
30,0,199402,2,16.9,0.82,0.82,-1.01,0.14,0,1189,-0.58,0.42,0.24,0.77,0.01,0.26,0.69,6.4,27.4
30,0,199403,4.06,29.1,1.36,1.36,1.85,1.36,0,958,0.97,0.38,0.93,0.73,0.25,0.29,0.77,20.1,38.2
30,0,199404,3.61,44.9,1.24,1.24,0.08,1.21,0,488,0.4,0.93,0.48,0.96,0.76,-0.14,0.77,33.4,56.5
30,0,199405,3.35,52.2,1.12,1.12,0,0.99,5,300,-0.09,0.17,0.6,0.6,0.86,0.24,0.75,40.6,63.8
30,0,199406,5.07,65.8,1.6,1.6,1.79,1.6,132,18,0.91,0.56,0.6,1.01,0.84,0.48,1.03,54.5,77.1
30,0,199407,3.46,70.4,1.24,1.24,-0.57,0.88,281,2,-0.26,0.49,0.29,0.47,0.84,0.72,0.66,60.1,80.6
30,0,199408,5.5,64.5,2.36,2.36,3.73,2.36,121,31,1.51,0.86,1.12,1.16,1.11,1.2,0.83,54.3,74.8
30,0,199409,3.32,58.2,2.2,2.2,0.27,2.2,29,125,-0.2,0.86,0.54,0.72,1.07,0.91,0.73,48.6,67.8
30,0,199410,1.03,47.9,-0.73,1.25,-2.18,0.21,0,421,-2.13,-1.52,-0.43,-0.1,0.09,0.47,0.42,36.8,59
30,0,199411,4.19,41.5,-0.46,1.32,0.59,0.52,0,580,0.71,-0.85,-0.9,0.16,0.42,0.48,0.38,32,51
30,0,199412,2.64,30.1,-0.69,0.9,-0.84,-0.26,0,925,-0.48,0.24,-1.01,-0.38,0.04,0.39,0.37,21.6,38.6
30,0,199501,3.09,27.3,-0.44,0.98,0.53,0.05,0,1015,0.37,-0.21,0.31,-0.15,0.02,0.21,0.38,20.1,34.4
30,0,199502,2.23,18.6,-0.59,0.69,-0.59,-0.45,0,1129,-0.28,-0.02,-0.39,-1,-0.02,0.24,0.3,8.4,28.7
30,0,199503,1.62,35.3,-1.47,-1.47,-2.83,-1.47,0,800,-1.49,-1.43,-1,-1.54,-0.81,-0.35,-0.05,24.8,45.9
30,0,199504,2.3,39.8,-1.72,-1.72,-1.19,-1.72,0,611,-0.98,-1.97,-1.76,-0.92,-1.02,-0.68,-0.5,29.1,50.5
30,0,199505,2.17,53.7,-2.18,-2.18,-1.9,-2.18,7,283,-1.13,-1.42,-2.28,-1.95,-1.95,-0.96,-0.46,42.7,64.7
30,0,199506,1.79,66.1,-3.06,-3.06,-3.33,-3.06,99,26,-1.96,-2.07,-2.18,-2.57,-2.48,-1.74,-0.76,53.6,78.5
30,0,199507,4.08,70.6,-2.92,-2.92,-0.52,-2.92,268,2,0.3,-0.96,-1.4,-2.21,-1.73,-1.66,-0.56,59.9,81.3
30,0,199508,2.42,68.7,-3.76,-3.76,-3.43,-3.76,217,7,-1.36,-0.72,-1.66,-2.63,-2.47,-2.38,-0.62,56.6,80.7
30,0,199509,3.21,56.8,-3.74,-3.74,-1.1,-3.74,27,143,-0.29,-1.22,-0.79,-2.1,-2.46,-2.54,-0.89,45.1,68.3
30,0,199510,7.51,52.1,1.34,-2.02,4.01,-0.39,5,302,2.11,1.62,0.9,-0.27,-1.07,-0.8,-0.23,41.7,62.6
30,0,199511,4.3,33,1.93,-1.08,2.2,1.35,0,813,0.79,2.06,1.7,0.38,-0.69,-0.8,-0.2,25.8,40.1
30,0,199512,2.38,20.8,1.32,-1.38,-1.25,0.46,0,1201,-0.76,0.15,1.6,0.76,-0.46,-0.83,-0.28,14.1,27.6
30,0,199601,4.55,18.9,2.16,2.16,2.94,2.16,0,1258,1.53,0.62,0.93,1.24,0.21,-0.46,-0.16,9.1,28.7
30,0,199602,2.03,21.9,1.62,1.62,-0.96,1.12,0,1055,-0.54,0.94,0.22,1.54,0.45,-0.54,-0.19,13.2,30.5
